movieInfo,quote,star,title
导演:克里斯托弗·诺兰ChristopherNolan   主演:克里斯蒂安·贝尔Christ...;2012 / 美国英国 / 剧情动作科幻犯罪惊悚;;,诺兰就是保证。,8,蝙蝠侠：黑暗骑士崛起 / The Dark Knight Rises / 蝙蝠侠前传3：黑暗骑士崛起  /  黑暗骑士：黎明升起(台)
导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:海利·乔·奥斯蒙Haley...;2001 / 美国 / 冒险剧情科幻;;,对爱的执着，可以超越一切。,8,人工智能 / Artificial Intelligence: AI / AI人工智慧
导演:丹尼斯·甘塞尔DennisGansel   主演:尤尔根·沃格尔JürgenVogel...;2008 / 德国 / 剧情惊悚;;,世界离独裁只有五天。,8,浪潮 / Die Welle / 恶魔教室(台)  /  白恤暴潮(港)
导演:卡洛斯·沙尔丹哈CarlosSaldanha/克里斯·韦奇ChrisWedge   主演...;2002 / 美国 / 喜剧动画冒险;;,松鼠才是角儿。,8,冰川时代 / Ice Age / 冰河世纪  /  冰原历险记
导演:汤姆·提克威TomTykwer   主演:本·卫肖BenWhishaw/艾伦·瑞克...;2006 / 德国法国西班牙美国 / 剧情犯罪奇幻;;,一个单凭体香达到高潮的男人。,8,香水 / Perfume: The Story of a Murderer / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事
导演:史蒂芬·戴德利StephenDaldry   主演:凯特·温丝莱特KateWinslet...;2008 / 美国德国 / 剧情爱情;;,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,8,朗读者 / The Reader / 为爱朗读(台)  /  读爱(港)
导演:卢卡·圭达尼诺LucaGuadagnino   主演:蒂莫西·柴勒梅德Timothée...;2017 / 意大利法国巴西美国 / 剧情爱情同性;;,沉醉在电影的情感和视听氛围中无法自拔。,8,请以你的名字呼唤我 / Call Me by Your Name / 以你的名字呼唤我(港 / 台) 
导演:黑泽明AkiraKurosawa   主演:三船敏郎ToshirôMifune/千秋实...;1950 / 日本 / 犯罪剧情悬疑;;,人生的N种可能性。,8,罗生门 / 羅生門 / Rashomon
导演:达米安·沙泽勒DamienChazelle   主演:迈尔斯·特勒MilesTeller/...;2014 / 美国 / 剧情音乐;;,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,8,爆裂鼓手 / Whiplash / 鼓动真我(港)  /  进击的鼓手(台)
导演:克里斯托弗·诺兰ChristopherNolan   主演:杰里米·西奥伯德Jeremy...;1998 / 英国 / 犯罪悬疑惊悚;;,诺兰的牛逼来源于内心散发出的恐惧。,8,追随 / Following / 跟踪(台)  /  致命追踪
导演:阿斯哈·法哈蒂AsgharFarhadi   主演:佩曼·莫阿迪PeymanMoadi/...;2011 / 伊朗法国 / 剧情家庭;;,只有有信仰的人才能说出事实真相。,8,一次别离 / جدایی نادر از سیمین / 分居风暴(台)  /  伊朗式分居(港)
导演:今敏SatoshiKon   主演:岩男润子JunkoIwao/松本梨香RicaMatsu...;1997 / 日本 / 动画奇幻惊悚;;,好的剧本是，就算你猜到了结局也猜不到全部。,8,未麻的部屋 / Perfect Blue / 蓝色的恐惧  /  蓝色恐惧
导演:梅尔·吉布森MelGibson   主演:安德鲁·加菲尔德AndrewGarfield/...;2016 / 美国澳大利亚 / 剧情传记历史战争;;,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,8,血战钢锯岭 / Hacksaw Ridge / 钢锯岭  /  钢铁英雄(台)
导演:保罗·哈吉斯PaulHaggis   主演:桑德拉·布洛克SandraBullock/...;2004 / 美国德国 / 犯罪剧情;;,天使与魔鬼的冲撞。,8,撞车 / Crash / 冲击效应  /  冲撞
导演:陆川ChuanLu   主演:多布杰Duobujie/张磊LeiZhang/亓亮QiL...;2004 / 中国大陆香港 / 剧情犯罪;;,坚硬的信仰。,8,可可西里 / Kekexili: Mountain Patrol
导演:安德鲁·尼科尔AndrewNiccol   主演:尼古拉斯·凯奇NicolasCage/...;2005 / 美国法国 / 剧情犯罪;;,做一颗让别人需要你的棋子。,8,战争之王 / Lord of War / 军火之王(台 / 港) 
导演:克里斯托弗·史密斯ChristopherSmith   主演:梅利莎·乔治Melissa...;2009 / 英国澳大利亚 / 剧情悬疑惊悚;;,不要企图在重复中寻找已经失去的爱。,8,恐怖游轮 / Triangle / 汪洋血迷宮(台)  /  轮回三角
导演:阿米尔·汗AamirKhan   主演:达席尔·萨法瑞DarsheelSafary/阿...;2007 / 印度 / 剧情儿童家庭;;,天使保护事件始末。,8,地球上的星星 / Taare Zameen Par / 心中的小星星(台)  /  每一个孩子都是特别的
导演:达伦·阿伦诺夫斯基DarrenAronofsky   主演:艾伦·伯斯汀EllenBur...;2000 / 美国 / 剧情;;,一场没有春天的噩梦。,8,梦之安魂曲 / Requiem for a Dream / 噩梦挽歌(台)  /  迷上瘾(港)
导演:让-马克·瓦雷Jean-MarcVallée   主演:马修·麦康纳MatthewMcCon...;2013 / 美国 / 剧情传记同性;;,Jared Leto的腿比女人还美！,8,达拉斯买家俱乐部 / Dallas Buyers Club / 续命枭雄(港)  /  药命俱乐部(台)
导演:昆汀·塔伦蒂诺QuentinTarantino   主演:杰米·福克斯JamieFoxx/...;2012 / 美国 / 剧情动作西部冒险;;,热血沸腾，那个低俗、性感的无耻混蛋又来了。,8,被解救的姜戈 / Django Unchained / 被解放的姜戈  /  决杀令(台)
导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC...;1990 / 香港 / 犯罪剧情爱情;;,王家卫是一种风格，张国荣是一个代表。,8,阿飞正传 / 阿飛正傳 / Days of Being Wild
导演:杨德昌EdwardYang   主演:张震ChenChang/杨静怡LisaYang/张...;1991 / 台湾 / 剧情犯罪;;,弱者送给弱者的一刀。,8,牯岭街少年杀人事件 / 牯嶺街少年殺人事件 / A Brighter Summer Day
导演:道格·里曼DougLiman   主演:马特·达蒙MattDamon/弗兰卡·波坦...;2002 / 美国德国捷克 / 动作悬疑惊悚;;,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,8,谍影重重 / The Bourne Identity / 叛谍追击(港)  /  神鬼认证(台)
导演:宫崎骏HayaoMiyazaki   主演:高山南MinamiTakayama/佐久间玲Re...;1989 / 日本 / 动画奇幻冒险;;,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,8,魔女宅急便 / 魔女の宅急便 / 魔女琪琪(台)  /  小魔女限时专送
导演:保罗·格林格拉斯PaulGreengrass   主演:马特·达蒙MattDamon/...;2004 / 美国德国 / 动作悬疑惊悚;;,谁说王家卫镜头很晃？,8,谍影重重2 / The Bourne Supremacy / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台)
导演:卡比尔·汗KabirKhan   主演:萨尔曼·汗SalmanKhan/哈莎莉·马...;2015 / 印度 / 剧情喜剧动作,,8,小萝莉的猴神大叔 / Bajrangi Bhaijaan / 娃娃返乡任务(台)  /  宝莱坞之钢铁奶爸(台)
导演:伦尼·阿伯拉罕森LennyAbrahamson   主演:布丽·拉尔森BrieLarson...;2015 / 爱尔兰加拿大英国美国 / 剧情家庭;;,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,8,房间 / Room / 不存在的房间(台)  /  抖室(港)
导演:彼特·道格特PeteDocter/罗纳尔多·德尔·卡门RonaldoDelCarmen  &nb...;2015 / 美国 / 喜剧动画冒险;;,愿我们都不用长大，每一座城堡都能永远存在。,8,头脑特工队 / Inside Out / 玩转脑朋友(港)  /  脑筋急转弯(台)
导演:AlfredHitchcock   主演:JanetLeigh/AnthonyPerkins/VeraMiles;1960 / 美国 / 悬疑惊悚恐怖;;,故事的反转与反转，分裂电影的始祖。,8,惊魂记 / Psycho / 精神病患者  /  触目惊心
导演:SeijirôKôyama   主演:山本圭KeiYamamoto/井川比佐志Hisa...;1987 / 日本 / 剧情;;,养狗三日，便会对你终其一生。,9,忠犬八公物语 / ハチ公物語 / 八千公物语  /  阿八的故事
导演:LucBesson   主演:让-马克·巴尔Jean-MarcBarr/让·雷诺JeanRe...;1988 / 法国美国意大利 / 剧情爱情;;,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,8,碧海蓝天 / Le grand bleu / 碧海情深  /  夜海倾情
导演:约翰·卡尼JohnCarney   主演:凯拉·奈特莉KeiraKnightley/马克...;2013 / 美国 / 喜剧爱情音乐;;,爱我就给我看你的播放列表。,8,再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生
导演:徐克HarkTsui   主演:张曼玉MaggieCheung/王祖贤JoeyWang/...;1993 / 香港 / 剧情奇幻古装;;,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,8,青蛇 / Green Snake
导演:小津安二郎YasujirôOzu   主演:笠智众ChishûRyû/原节...;1953 / 日本 / 剧情家庭;;,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,9,东京物语 / 東京物語 / 东京故事  /  Tokyo Story
导演:严定宪DingxianYan/王树忱ShuchenWang   主演:梁正晖Zhenghui...;1979 / 中国大陆 / 冒险动画奇幻;;,想你时你在闹海。,8,哪吒闹海 / Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai
导演:新海诚MakotoShinkai   主演:水桥研二KenjiMizuhashi/近藤好美...;2007 / 日本 / 动画剧情爱情;;,青春就是放弃和怀念。,8,秒速5厘米 / 秒速5センチメートル / 秒速五厘米  /  秒速5公分
导演:雷德利·斯科特RidleyScott   主演:吉娜·戴维斯GeenaDavis/苏...;1991 / 美国法国 / 犯罪剧情惊悚;;,没有了退路，只好飞向自由。,8,末路狂花 / Thelma & Louise / 塞尔玛与路易丝  /  末路狂花
导演:理查德·柯蒂斯RichardCurtis   主演:比尔·奈伊BillNighy/肯尼...;2009 / 英国德国法国 / 剧情喜剧音乐;;,生命不止，摇滚不死。,8,海盗电台 / The Boat That Rocked / 出位乐人谷(港)  /  海盗电波
导演:莫腾·泰杜姆MortenTyldum   主演:本尼迪克特·康伯巴奇BenedictC...;2014 / 英国美国 / 剧情传记战争同性;;,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,8,模仿游戏 / The Imitation Game / 解码游戏(港)  /  模拟游戏
导演:FrankDarabont   主演:汤姆·汉克斯TomHanks/大卫·摩斯DavidM...;1999 / 美国 / 犯罪剧情奇幻悬疑;;,天使暂时离开。,8,绿里奇迹 / The Green Mile / 绿色奇迹(台)  /  绿色英里
导演:詹姆斯·卡梅隆JamesCameron   主演:阿诺·施瓦辛格ArnoldSchwarz...;1991 / 美国法国 / 动作科幻;;,少见的超越首部的续集，动作片中的经典。,8,终结者2：审判日 / Terminator 2: Judgment Day / 终结者2  /  终结者2：末日审判
导演:邓肯·琼斯DuncanJones   主演:杰克·吉伦哈尔JakeGyllenhaal/...;2011 / 美国加拿大 / 科幻悬疑惊悚;;,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,8,源代码 / Source Code / 启动原始码(台)  /  危机解密(港)
导演:AndyWachowski/LarryWachowski   主演:KeanuReeves/LaurenceF...;2003 / 美国澳大利亚 / 动作科幻;;,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,8,黑客帝国3：矩阵革命 / The Matrix Revolutions / 骇客任务完结篇：最后战役  /  廿二世纪杀人网络3：惊变世纪
导演:李惠民RaymondLee   主演:张曼玉MaggieCheung/林青霞Brigitte...;1992 / 香港中国大陆 / 剧情动作武侠古装;;,嬉笑怒骂，调风动月。,8,新龙门客栈 / 新龍門客棧 / New Dragon Gate Inn
导演:迈克尔·贝MichaelBay   主演:肖恩·康纳利SeanConnery/尼古拉...;1996 / 美国 / 动作冒险;;,类型片的极致。 ,8,勇闯夺命岛 / The Rock / 石破天惊  /  绝地任务
导演:理查德·沙因克曼RichardSchenkman   主演:大卫·李·史密斯David...;2007 / 美国 / 剧情科幻;;,科幻真正的魅力不是视觉效果能取代的。 ,8,这个男人来自地球 / The Man from Earth / 地球不死人(港)  /  这个人来自洞穴
导演:汉内斯·赫尔姆HannesHolm   主演:罗夫·拉斯加德RolfLassgård...;2015 / 瑞典 / 剧情;;,惠及一生的美丽。,8,一个叫欧维的男人决定去死 / En man som heter Ove / 明天别再来敲门(台)  /  想死冇咁易(港)
导演:新海诚MakotoShinkai   主演:神木隆之介RyûnosukeKamiki/上...;2016 / 日本 / 剧情爱情动画;;,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,8,你的名字。 / 君の名は。 / 你的名字  /  君之名
导演:MichaelCurtiz   主演:亨弗莱·鲍嘉HumphreyBogart/英格丽·褒曼...;1942 / 美国 / 剧情爱情战争;;,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,8,卡萨布兰卡 / Casablanca / 北非谍影(港)  /  卡萨布兰卡
导演:CharlesChaplin   主演:查理·卓别林CharlesChaplin/弗吉尼亚·...;1931 / 美国 / 喜剧剧情爱情;;,永远的小人物，伟大的卓别林。,9,城市之光 / City Lights / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt
导演:吴宇森JohnWoo   主演:约翰·特拉沃尔塔JohnTravolta/尼古拉斯...;1997 / 美国 / 动作科幻犯罪惊悚;;,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,8,变脸 / Face/Off / 夺面双雄
导演:西恩·潘SeanPenn   主演:埃米尔·赫斯基EmileHirsch/马西娅·...;2007 / 美国 / 冒险传记剧情;;,出门必备：本草纲目。,8,荒野生存 / Into the Wild / 浪荡天涯(港)  /  阿拉斯加之死(台)
导演:StevenSpielberg   主演:HenryThomas/DeeWallace/RobertMacNa...;1982 / 美国 / 剧情科幻;;,生病的E.T.皮肤的颜色就像柿子饼。,8,E.T. 外星人 / E.T.: The Extra-Terrestrial / 外星人E.T.  /  外星人
导演:雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud   主演:...;2001 / 法国德国意大利西班牙瑞士 / 纪录片;;,最美的飞翔。,9,迁徙的鸟 / Le peuple migrateur / 鸟的迁徙  /  鸟与梦飞行
导演:普特鹏·普罗萨卡·那·萨克那卡林PuttipongPromsakaNaSakolnakorn/华森·波克彭...;2010 / 泰国 / 剧情喜剧爱情;;,黑小鸭速效美白记。,8,初恋这件小事 / สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港)  /  暗恋那点小事
导演:QuentinTarantino   主演:布拉德·皮特BradPitt/梅拉尼·罗兰M...;2009 / 美国德国 / 剧情犯罪;;,昆汀同学越来越变态了，比北野武还杜琪峰。,8,无耻混蛋 / Inglourious Basterds / 恶棍特工(台)  /  希魔撞正杀人狂(港)
导演:StanleyKubrick   主演:MalcolmMcDowell/PatrickMagee/Michael...;1971 / 英国美国 / 犯罪剧情科幻;;,我完全康复了。,8,发条橙 / A Clockwork Orange / 发条桔子  /  发条橙子
导演:SergioLeone   主演:ClintEastwood/EliWallach/LeeVanCleef;1966 / 意大利西班牙西德 / 冒险西部;;,最棒的西部片。,9,"黄金三镖客 / Il buono, il brutto, il cattivo. / 好·坏·丑  /  独行侠决斗地狱门(港)"
导演:萨姆·门德斯SamMendes   主演:凯文·史派西KevinSpacey/安妮特...;1999 / 美国 / 剧情爱情家庭;;,每个人的内心都是深不可测的大海。 ,8,美国丽人 / American Beauty / 美丽有罪(港)  /  美国心·玫瑰情(台)
导演:是枝裕和HirokazuKoreeda   主演:柳乐优弥YûyaYagira/北浦爱...;2004 / 日本 / 剧情;;,我的平常生活就是他人的幸福。,9,无人知晓 / 誰も知らない / 谁知赤子心  /  无人知晓的夏日清晨
导演:理查德·林克莱特RichardLinklater   主演:伊桑·霍克EthanHawke...;2013 / 美国 / 剧情爱情;;,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,8,爱在午夜降临前 / Before Midnight / 爱在午夜希腊时(台)  /  情约半生(港)
导演:安东尼·明格拉AnthonyMinghella   主演:拉尔夫·费因斯RalphFien...;1996 / 美国英国 / 爱情剧情战争;;,"In memory, love lives forever...",8,英国病人 / The English Patient / 英伦情人(台)  /  别问我是谁(港)
导演:岩井俊二ShunjiIwai   主演:恰拉Chara/伊藤步AyumiIto/三上...;1996 / 日本 / 犯罪剧情;;,现实与童话交相辉映的旅程。,8,燕尾蝶 / スワロウテイル / Swallowtail Butterfly  /  Suwarôteiru
导演:布莱恩·辛格BryanSinger   主演:史蒂芬·鲍德温StephenBaldwin/...;1995 / 德国美国 / 剧情犯罪悬疑惊悚;;,我不信仰上帝，但我敬畏上帝。,8,非常嫌疑犯 / The Usual Suspects / 刺激惊爆点(台)  /  普通嫌疑犯
导演:宁浩HaoNing   主演:郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin;2006 / 中国大陆香港 / 喜剧犯罪;;,中国版《两杆大烟枪》。,8,疯狂的石头 / Crazy Stone
导演:彼得·维纳PeterWerner   主演:詹姆斯·沃克JamesWolk/特里特·...;2008 / 美国 / 剧情传记;;,乐观比一切都有力量。,8,叫我第一名 / Front of the Class / 站在教室前  /  讲台前的我
导演:加文·欧康诺GavinO'Connor   主演:汤姆·哈迪TomHardy/乔尔·...;2011 / 美国 / 剧情运动家庭;;,热血沸腾，相当完美的娱乐拳击大餐。,8,勇士 / Warrior / 勇者无敌(台)  /  钢铁斗士(港)
导演:大卫·林奇DavidLynch   主演:娜奥米·沃茨NaomiWatts/劳拉·哈...;2001 / 法国美国 / 剧情悬疑惊悚;;,大卫·林奇的梦境迷宫。,8,穆赫兰道 / Mulholland Dr. / 穆荷兰大道(台)  /  失忆大道(港)
导演:瑞奇·莫尔RichMoore   主演:约翰·C·赖利JohnC.Reilly/萨拉...;2012 / 美国 / 喜剧动画奇幻冒险;;,迪士尼和皮克斯拿错剧本的产物。,8,无敌破坏王 / Wreck-It Ralph / 破坏王拉尔夫  /  破坏王大冒险
导演:汤姆·霍珀TomHooper   主演:柯林·菲尔斯ColinFirth/杰弗里·...;2010 / 英国澳大利亚美国 / 剧情传记历史;;,皇上无话儿。,8,国王的演讲 / The King's Speech / 皇上无话儿(港)  /  王者之声：宣战时刻(台)
导演:是枝裕和HirokazuKoreeda   主演:阿部宽HiroshiAbe/夏川结衣Yu...;2008 / 日本 / 剧情家庭;;,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,8,步履不停 / 歩いても 歩いても / 横山家之味(港)  /  步伐不停
导演:爱德华·兹威克EdwardZwick   主演:莱昂纳多·迪卡普里奥Leonardo...;2006 / 美国德国 / 剧情惊悚冒险;;,每个美丽事物背后都是滴血的现实。,8,血钻 / Blood Diamond / 血腥钻石  /  滴血钻石
导演:詹姆斯·沃德·布柯特JamesWardByrkit   主演:艾米丽·芭尔多尼Em...;2013 / 美国英国 / 科幻悬疑惊悚;;,小成本大魅力。,8,彗星来的那一夜 / Coherence / 相干性  /  相干效应
导演:JamieUys   主演:MariusWeyers/SandraPrinsloo/N!xau;1980 / 博茨瓦纳南非 / 喜剧;;,纯净原始的笑与感动。,8,上帝也疯狂 / The Gods Must Be Crazy / 众神也疯狂 (上)  /  上帝一定发疯了 (上)
导演:杜琪峰JohnnieTo   主演:吴镇宇FrancisNg/任达华SimonYam/...;1999 / 香港 / 剧情动作犯罪;;,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,8,枪火 / 鎗火 / The Mission
导演:AlanParker   主演:凯文·史派西KevinSpacey/凯特·温丝莱特Kat...;2003 / 美国德国英国 / 剧情犯罪悬疑;;,捍卫人权只是信仰，一点不妨碍其行为的残忍。,8,大卫·戈尔的一生 / The Life of David Gale / 铁案悬谜  /  命悬一线
导演:易智言Chih-yenYee   主演:陈柏霖Bo-linChen/桂纶镁LunmeiKwa...;2002 / 台湾法国 / 剧情爱情同性;;,青春的窃窃私语。 ,8,蓝色大门 / 藍色大門 / 蓝色夏恋  /  Blue Gate Crossing
导演:罗伯·莱纳RobReiner   主演:杰克·尼科尔森JackNicholson/摩根...;2007 / 美国 / 冒险喜剧剧情;;,用剩余不多的时间，去燃烧整个生命。,8,遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台)
导演:秋昌民Chang-minChoo   主演:宋在河Jae-hoSong/李顺载Soon-jae...;2011 / 韩国 / 剧情爱情;;,你要相信，这世上真的有爱存在，不管在什么年纪 ,9,我爱你 / 그대를 사랑합니다 / 爱你  /  爱，是一生相伴(台)
导演:罗伯特·泽米吉斯RobertZemeckis   主演:汤姆·汉克斯TomHanks/...;2000 / 美国 / 冒险剧情;;,一个人的独角戏。,8,荒岛余生 / Cast Away / 浩劫重生(台)  /  劫后重生(港)
导演:安德鲁·尼科尔AndrewNiccol   主演:伊桑·霍克EthanHawke/乌玛...;1997 / 美国 / 剧情科幻;;,一部能引人思考的科幻励志片。,8,千钧一发 / Gattaca / 变种异煞  /  自然人
导演:李廷香Jeong-hyangLee   主演:金艺芬Eul-boonKim/俞承豪Seung-...;2002 / 韩国 / 剧情家庭;;,献给所有外婆的电影。,9,爱·回家 / 집으로... / 外婆的家  /  回家路上
导演:雷德利·斯科特RidleyScott   主演:乔什·哈奈特JoshHartnett/...;2001 / 美国 / 动作历史战争;;,还原真实而残酷的战争。,8,黑鹰坠落 / Black Hawk Down / 黑鹰降落  /  黑鹰计划
导演:托马斯·麦卡锡ThomasMcCarthy   主演:马克·鲁弗洛MarkRuffalo/...;2015 / 美国 / 剧情传记,,8,聚焦 / Spotlight / 焦点追击(港)  /  惊爆焦点(台)
导演:袁建滔ToeYuen   主演:李晋纬/林海峰JanLamb/吴君如SandraNg;2001 / 香港 / 剧情喜剧动画;;,麦兜是一只很哲学的猪。 ,8,麦兜故事 / 麥兜故事 / 麦兜的故事  /  My Life as McDull
导演:米歇尔·冈瑞MichelGondry   主演:金·凯瑞JimCarrey/凯特·温...;2004 / 美国 / 剧情爱情奇幻;;,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。,8,暖暖内含光 / Eternal Sunshine of the Spotless Mind / 暧暧内含光  /  美丽心灵的永恒阳光
